Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,contributors_count,commits_count,size,subscribers_count,watchers_count,languages,full_name,distros_present
tracetools_analysis,ros-tracing,Utilities for analyzing trace data from ROS 2 systems generated by the ros2_tracing packages.,https://github.com/ros-tracing/tracetools_analysis,2847,28,16,1,ros;ros2;ros2-tracing;trace-analysis;tracetools-analysis;tracing,Apache-2.0,True,False,False,False,False,5,534,2847,4,28,Python;Jupyter Notebook;Makefile,ros-tracing/tracetools_analysis,humble|jazzy|kilted
ros2_babel_fish,LOEWE-emergenCITY,"ROS 2 message introspection library to allow ROS 2 communication with at compile time unknown message, action and service types.",https://github.com/LOEWE-emergenCITY/ros_babel_fish,307,55,13,3,introspection;ros2;ros2-message-introspection;ros2-type-introspection,MIT,True,False,False,False,False,2,68,307,3,55,C++;CMake,LOEWE-emergenCITY/ros_babel_fish,humble|jazzy|kilted
rosidl_defaults,ros2,Default rosidl runtime and generators.,https://github.com/ros2/rosidl_defaults,690,2,13,3,,Apache-2.0,False,True,False,False,False,30,538,690,21,2,CMake,ros2/rosidl_defaults,humble|jazzy|kilted
rosidl_typesupport,ros2,Packages which provide the typesupport for ROS messages and services,https://github.com/ros2/rosidl_typesupport,964,18,40,9,,Apache-2.0,True,True,False,False,False,43,654,964,26,18,C++;EmberScript;CMake;Python;C,ros2/rosidl_typesupport,humble|jazzy|kilted
rqt_bag,ros-visualization,,https://github.com/ros-visualization/rqt_bag,839,32,58,25,,,False,False,False,False,False,44,431,839,14,32,Python,ros-visualization/rqt_bag,humble|jazzy|kilted
rqt_image_overlay,ros-sports,,https://github.com/ros-sports/rqt_image_overlay,197,13,5,4,,Apache-2.0,True,True,False,False,False,5,198,197,1,13,C++;CMake;Python,ros-sports/rqt_image_overlay,humble|jazzy|kilted
rt_manipulators_cpp,rt-net,CRANE-X7とSciurus17を動かすC++ライブラリとサンプル集,https://github.com/rt-net/rt_manipulators_cpp,157,17,7,3,cpp;crane-x7;dynamixelsdk;robot;sciurus17,Apache-2.0,True,True,False,False,False,2,35,157,1,17,C++;CMake;Shell,rt-net/rt_manipulators_cpp,humble|jazzy|kilted
realtime_support,ros2,Minimal real-time testing utility for measuring jitter and latency.,https://github.com/ros2/realtime_support,276,74,34,7,,,False,False,False,False,False,32,234,276,31,74,C++;C;CMake;Python,ros2/realtime_support,humble|jazzy|kilted
rviz_2d_overlay_plugins,teamspatzenhirn,RViz2 plugin for displaying overlays over the 3D scene,https://github.com/teamspatzenhirn/rviz_2d_overlay_plugins,341,72,20,1,hacktoberfest;ros;ros2;rviz;visualization,BSD-3-Clause,True,False,False,False,False,6,75,341,6,72,C++;CMake;Python,teamspatzenhirn/rviz_2d_overlay_plugins,humble|jazzy|kilted
SMACC2,robosoft-ai,"An Event-Driven, Asynchronous, Behavioral State Machine Library for ROS2 (Robotic Operating System) applications written in C++ ",https://github.com/robosoft-ai/SMACC2,45610,337,48,10,amr;autonomy;cplusplus;cpp;mobile-robots;mobilerobots;moveit2;nav2;ros2;ros2-foxy;ros2-humble;ros2-jazzy;state-machine,Apache-2.0,True,True,False,False,False,8,476,45610,11,337,C++;Python;CMake;Shell;Dockerfile,robosoft-ai/SMACC2,humble|jazzy|kilted
social_nav_ros,MetroRobots,ROS packages for supporting and analyzing social navigation,https://github.com/MetroRobots/social_nav_ros,35,2,0,0,,BSD-3-Clause,True,False,False,False,False,2,14,35,2,2,Python;CMake,MetroRobots/social_nav_ros,humble
sros2,ros2,tools to generate and distribute keys for SROS 2,https://github.com/ros2/sros2,694,106,53,41,,Apache-2.0,True,True,False,False,False,33,362,694,35,106,Python;XSLT;CMake,ros2/sros2,humble|jazzy|kilted
stubborn_buddies,open-rmf,"Stubborn buddies is a buddy-based failover system, where two processes will watch each in order to always keep one or more ROS2 nodes active..",https://github.com/open-rmf/stubborn_buddies,24,1,1,1,,Apache-2.0,True,False,False,False,False,2,9,24,3,1,C++;CMake,open-rmf/stubborn_buddies,humble
cpp_polyfills,PickNikRobotics,Vendored Pollyfills for C++,https://github.com/PickNikRobotics/cpp_polyfills,49,7,4,3,,,True,False,False,False,False,6,22,49,2,7,C++;CMake,PickNikRobotics/cpp_polyfills,humble|jazzy|kilted
tf2_web_republisher,RobotWebTools,Republishing of Selected TFs,https://github.com/RobotWebTools/tf2_web_republisher,65,25,40,0,,Other,True,False,False,False,False,12,68,65,15,25,C++;Python;CMake,RobotWebTools/tf2_web_republisher,humble|jazzy|kilted
tiago_simulation,pal-robotics,,https://github.com/pal-robotics/tiago_simulation,14510,87,49,11,advanced-navigation;humble;manipulator;mobile;mobile-base;mobile-manipulator;navigation;noetic;ros;ros2;ros2-humble;simulation,Apache-2.0,True,False,False,False,False,21,564,14510,8,87,Python;C++;CMake;Shell,pal-robotics/tiago_simulation,humble
tiago_pro_simulation,pal-robotics,,https://github.com/pal-robotics/tiago_pro_simulation,167,1,1,0,,Apache-2.0,False,False,False,False,False,11,188,167,6,1,Python;CMake,pal-robotics/tiago_pro_simulation,humble
tiago_pro_head_simulation,pal-robotics,,https://github.com/pal-robotics/tiago_pro_head_simulation,15,1,0,0,,Apache-2.0,False,False,False,False,False,3,18,15,6,1,Python;CMake,pal-robotics/tiago_pro_head_simulation,humble
topic_tools,ros-tooling,"Tools for directing, throttling, selecting, and otherwise manipulating ROS 2 topics at a meta-level.",https://github.com/ros-tooling/topic_tools,154,125,46,13,,Apache-2.0,True,True,False,False,False,26,86,154,5,125,C++;Python;CMake;C,ros-tooling/topic_tools,humble|jazzy|kilted
turtlebot4_desktop,turtlebot,TurtleBot 4 Desktop packages,https://github.com/turtlebot/turtlebot4_desktop,46,7,9,1,,Apache-2.0,True,False,False,True,False,4,36,46,8,7,Python;CMake,turtlebot/turtlebot4_desktop,humble|jazzy
ros_tutorials,ros,Code used in tutorials found on ROS wiki,https://github.com/ros/ros_tutorials,766,909,575,6,,,False,False,False,False,False,36,398,766,46,909,C++;CMake;Python,ros/ros_tutorials,humble|jazzy|kilted
urdf,ros2,Repository for URDF parsing code,https://github.com/ros2/urdf,3460,12,9,3,,BSD-3-Clause,True,False,False,False,False,52,848,3460,8,12,C++;C;Python;CMake,ros2/urdf,humble|jazzy|kilted
vision_msgs,ros-perception,Algorithm-agnostic computer vision message types for ROS.,https://github.com/ros-perception/vision_msgs,25569,179,86,9,,Apache-2.0,True,True,False,False,False,21,122,25569,6,179,C++;Python;CMake,ros-perception/vision_msgs,humble|jazzy|kilted
wireless,clearpathrobotics,Making info about wireless networks available to ROS.,https://github.com/clearpathrobotics/wireless,98,26,16,1,,,False,False,False,False,False,10,98,98,44,26,C++;Python;CMake,clearpathrobotics/wireless,humble|jazzy
zbar_ros,ros-drivers,Lightweight ROS wrapper for zbar barcode/qrcode reader library (http://zbar.sourceforge.net/),https://github.com/ros-drivers/zbar_ros,9547,60,60,1,,BSD-3-Clause,True,False,False,False,False,9,79,9547,45,60,C++;CMake,ros-drivers/zbar_ros,humble|jazzy|kilted
ros_battery_monitoring,ipa320,ros2_control battery sensor interfaces,https://github.com/ipa320/ros_battery_monitoring,24,9,11,7,ros;ros2,MIT,True,False,False,False,False,5,26,24,6,9,C++;CMake,ipa320/ros_battery_monitoring,jazzy|kilted
beckhoff_ads_driver-release,b-robotized,Release repository for beckhoff_ads_driver package,https://github.com/b-robotized/beckhoff_ads_driver-release,1248,0,0,0,,,True,False,False,False,False,1,17,1248,0,0,,b-robotized/beckhoff_ads_driver-release,jazzy|kilted
canopen_inventus,clearpathrobotics,ROS 2 CANOpen Inventus BMU driver ,https://github.com/clearpathrobotics/canopen_inventus,82,4,0,0,,BSD-3-Clause,True,False,False,False,False,3,41,82,1,4,C++;CMake,clearpathrobotics/canopen_inventus,jazzy
topic_based_hardware_interfaces,ros-controls,,https://github.com/ros-controls/topic_based_hardware_interfaces,111,6,3,5,,Apache-2.0,True,False,False,False,False,6,43,111,5,6,C++;Python;CMake;JavaScript,ros-controls/topic_based_hardware_interfaces,jazzy|kilted
depth-obstacle-detect-ros,analogdevicesinc,depth_obstacle_detect_ros,https://github.com/analogdevicesinc/depth-obstacle-detect-ros,634,21,2,0,,BSD-3-Clause,True,False,False,False,False,3,8,634,3,21,C++;CMake;Python,analogdevicesinc/depth-obstacle-detect-ros,jazzy
gazebo_ros_pkgs-release,ros2-gbp,,https://github.com/ros2-gbp/gazebo_ros_pkgs-release,4286,0,6,0,,,True,False,False,False,False,7,125,4286,6,0,,ros2-gbp/gazebo_ros_pkgs-release,jazzy
raph_robot,RaphRover,Robot ROS packages for Rapha Rover,https://github.com/RaphRover/raph_robot,337,1,0,1,,MIT,True,False,False,False,False,3,103,337,1,1,Python;CMake,RaphRover/raph_robot,jazzy
rdl-release,jlack1987,Release repository for rdl,https://github.com/jlack1987/rdl-release,421,0,0,0,,,True,False,False,False,False,1,1,421,0,0,,jlack1987/rdl-release,jazzy
rosidl_core,ros2,,https://github.com/ros2/rosidl_core,25,1,3,2,,Apache-2.0,True,True,False,False,False,10,21,25,16,1,CMake,ros2/rosidl_core,jazzy|kilted
sdformat_urdf,ros,A urdf_parser_plugin using libsdformat to parse SDFormat XML into URDF structures,https://github.com/ros/sdformat_urdf,179,48,15,3,,,True,False,False,False,False,9,40,179,15,48,C++;CMake;Python,ros/sdformat_urdf,jazzy|kilted
spatio_temporal_voxel_layer-release,SteveMacenski,Release repository for the Spatio Temporal Voxel Layer,https://github.com/SteveMacenski/spatio_temporal_voxel_layer-release,709,2,3,0,,LGPL-2.1,True,False,False,False,False,2,82,709,1,2,,SteveMacenski/spatio_temporal_voxel_layer-release,kilted
aandd_ekew_driver_py,TechMagicKK,,https://github.com/TechMagicKK/aandd_ekew_driver_py,39,0,0,1,,Apache-2.0,True,False,False,False,False,3,26,39,2,0,Python,TechMagicKK/aandd_ekew_driver_py,humble
ackermann_msgs,ros-drivers,ROS messages for Ackermann steering,https://github.com/ros-drivers/ackermann_msgs,19,42,37,0,,BSD-3-Clause,True,False,False,False,False,5,37,19,7,42,CMake,ros-drivers/ackermann_msgs,humble|jazzy|kilted
actuator_msgs,rudislabs,ROS 2 message interface for Actuators.,https://github.com/rudislabs/actuator_msgs,7,1,1,0,,Apache-2.0,True,False,False,False,False,1,2,7,1,1,CMake,rudislabs/actuator_msgs,humble|jazzy|kilted
adaptive_component,ros-acceleration,"A composable container for Adaptive ROS 2 Node computations. Select between FPGA, CPU or GPU at run-time.",https://github.com/ros-acceleration/adaptive_component,35,12,6,3,adaptive;component;cpu;fpga;gpu;hardware-acceleration;node;robotics;ros;ros2;som,Apache-2.0,True,False,False,False,False,2,15,35,2,12,C++;CMake,ros-acceleration/adaptive_component,humble|jazzy|kilted
adi_3dtof_adtf31xx,analogdevicesinc,The ADI 3D ToF ADTF31xx is a ROS (Robot Operating System) package for working with ADI’s ADTF3175D ToF sensor.,https://github.com/analogdevicesinc/adi_3dtof_adtf31xx,3282,4,4,1,,BSD-3-Clause,True,False,False,False,False,4,24,3282,7,4,C++;Python;CMake;C;Shell,analogdevicesinc/adi_3dtof_adtf31xx,humble
adi_3dtof_image_stitching,analogdevicesinc,The ADI 3D ToF Image Stitching is a ROS (Robot Operating System) package for stitching Depth images from multiple ADTF3175D Time-Of-Flight sensors to expand the field of view.,https://github.com/analogdevicesinc/adi_3dtof_image_stitching,4987,15,6,1,,BSD-3-Clause,True,False,False,False,False,3,25,4987,10,15,C++;Cuda;CMake;C,analogdevicesinc/adi_3dtof_image_stitching,humble
iio_ros2,analogdevicesinc,adi_iio: ROS2 package to interface with IIO devices,https://github.com/analogdevicesinc/iio_ros2,2938,2,2,0,,Apache-2.0,True,True,False,False,False,2,115,2938,3,2,Python;C++;Makefile;CMake;Shell,analogdevicesinc/iio_ros2,humble|jazzy|kilted
imu_ros2,analogdevicesinc,A C++ ROS2 node that read sensor data from ADI IMU and publishes message to topic.,https://github.com/analogdevicesinc/imu_ros2,8276,30,7,1,,Apache-2.0,True,True,False,False,False,6,175,8276,9,30,C++;Python;CMake;Shell,analogdevicesinc/imu_ros2,humble|jazzy
adi_tmc_coe_ros2,analogdevicesinc,Official ROS2 Metapackage driver for Trinamic Motor Controller (TMC) boards with CoE (CANopen-over-etherCAT) interface.,https://github.com/analogdevicesinc/adi_tmc_coe_ros2,2789,3,2,1,,Other,True,False,False,False,False,5,11,2789,2,3,C++;Python;CMake;Batchfile;Shell;Makefile,analogdevicesinc/adi_tmc_coe_ros2,humble
tmcl_ros2,analogdevicesinc,Official ROS2 Driver for Trinamic Motor Controllers (TMC) that uses Trinamic Motion Control Language (TMCL) protocol,https://github.com/analogdevicesinc/tmcl_ros2,1734,16,4,3,,Other,True,False,False,False,False,5,32,1734,8,16,Python;C++;CMake;Shell,analogdevicesinc/tmcl_ros2,humble
affordance_primitives,PickNikRobotics,,https://github.com/PickNikRobotics/affordance_primitives,23,0,1,1,,BSD-3-Clause,True,True,False,False,False,2,9,23,19,0,C++;CMake,PickNikRobotics/affordance_primitives,humble
ai_prompt_msgs,robosoft-ai,,https://github.com/robosoft-ai/ai_prompt_msgs,13,0,3,0,,Apache-2.0,True,False,False,False,False,2,9,13,3,0,CMake,robosoft-ai/ai_prompt_msgs,humble|jazzy
ament_acceleration,ros-acceleration,CMake macros and utilities to include hardware acceleration in the ROS 2 build system (ament) and its development flows. ,https://github.com/ros-acceleration/ament_hardware_acceleration,21,0,2,0,,Apache-2.0,True,False,False,False,False,1,4,21,2,0,CMake,ros-acceleration/ament_hardware_acceleration,humble|jazzy|kilted
ament_cmake_catch2,open-rmf,CMake macros for adding tests written using Catch2,https://github.com/open-rmf/ament_cmake_catch2,26,2,3,0,,Apache-2.0,True,False,False,False,False,7,21,26,8,2,CMake,open-rmf/ament_cmake_catch2,humble|jazzy|kilted
ament_download,samsung-ros,Ament download package for ROS2-based CMakeLists,https://github.com/samsung-ros/ament_download,11,2,1,1,,Apache-2.0,True,False,False,False,False,1,8,11,1,2,Python;CMake,samsung-ros/ament_download,humble|jazzy|kilted
ament_nodl,ubuntu-robotics,Ament extension for exporting NoDL .xml files,https://github.com/ubuntu-robotics/ament_nodl,10,0,1,0,,Other,True,False,False,False,False,1,6,10,2,0,CMake,ubuntu-robotics/ament_nodl,humble|jazzy|kilted
ament_package,ament,Shell script templates used to create ament workspaces.,https://github.com/ament/ament_package,254,10,21,1,,Apache-2.0,False,True,False,False,False,25,251,254,17,10,Python;Shell;Batchfile,ament/ament_package,humble|jazzy|kilted
ament_vitis,ros-acceleration,CMake macros and utilities to include Vitis platform into the ROS 2 build system (ament) and its development flows.,https://github.com/ros-acceleration/ament_vitis,83,9,9,0,,Apache-2.0,True,False,False,False,False,1,46,83,3,9,CMake,ros-acceleration/ament_vitis,humble|jazzy|kilted
andino_gz,Ekumen-OS,Andino Simulation using Gazebo simulator,https://github.com/Ekumen-OS/andino_gz,115085,47,17,11,andino;gazebo;ignition;robotics;ros2,,True,True,True,True,False,9,53,115085,4,47,Python;Shell;CMake,Ekumen-OS/andino_gz,humble
angles,ros,,https://github.com/ros/angles,754,67,48,5,,,True,False,False,False,False,15,82,754,12,67,Python;C++;CMake,ros/angles,humble|jazzy|kilted
apriltag,AprilRobotics,AprilTag is a visual fiducial system popular for robotics research.,https://github.com/AprilRobotics/apriltag,25991,2134,636,30,robotics,Other,True,False,False,False,False,60,447,25991,47,2134,C;CMake;C++;Python,AprilRobotics/apriltag,humble|jazzy|kilted
apriltag_mit,ros-misc-utilities,"The MIT implementation of the Apriltag detector, modified to build under ROS2",https://github.com/ros-misc-utilities/apriltag_mit,563,7,2,0,,LGPL-2.1,True,False,False,False,False,2,35,563,1,7,C++;CMake,ros-misc-utilities/apriltag_mit,humble|jazzy|kilted
apriltag_msgs,christianrauch,AprilTag message definitions,https://github.com/christianrauch/apriltag_msgs,5,14,35,0,apriltags;ros2,,False,False,False,False,False,1,12,5,1,14,CMake,christianrauch/apriltag_msgs,humble|jazzy|kilted
apriltag_ros,christianrauch,ROS 2 node for AprilTag detection,https://github.com/christianrauch/apriltag_ros,1345,306,146,3,apriltag;ros2,MIT,True,False,False,False,False,6,146,1345,3,306,C++;CMake,christianrauch/apriltag_ros,humble|jazzy|kilted
as2_platform_crazyflie,aerostack2,,https://github.com/aerostack2/as2_platform_crazyflie,85,0,2,3,,BSD-3-Clause,True,True,False,False,False,3,30,85,2,0,C++;Python;CMake,aerostack2/as2_platform_crazyflie,humble
as2_platform_dji_osdk,aerostack2,,https://github.com/aerostack2/as2_platform_dji_osdk,59,0,1,3,,BSD-3-Clause,True,True,False,False,False,3,15,59,1,0,C++;CMake;Python,aerostack2/as2_platform_dji_osdk,humble
as2_platform_dji_psdk,aerostack2,,https://github.com/aerostack2/as2_platform_dji_psdk,385,3,2,1,,BSD-3-Clause,True,True,False,False,False,5,76,385,1,3,C++;Python;CMake,aerostack2/as2_platform_dji_psdk,humble
as2_platform_mavlink,aerostack2,,https://github.com/aerostack2/as2_platform_mavlink,187,1,5,0,,BSD-3-Clause,True,True,True,False,False,4,21,187,1,1,C++;Python;CMake,aerostack2/as2_platform_mavlink,humble
as2_platform_pixhawk,aerostack2,Aerostack2 Aerial platform for the PX4 autopilot,https://github.com/aerostack2/as2_platform_pixhawk,305,8,9,3,aerostack2;pixhawk;px4;ros2,BSD-3-Clause,True,True,True,False,False,7,140,305,2,8,C++;Python;CMake,aerostack2/as2_platform_pixhawk,humble
as2_platform_tello,aerostack2,,https://github.com/aerostack2/as2_platform_tello,94,3,4,5,,BSD-3-Clause,True,True,False,False,False,6,32,94,1,3,C++;Python;CMake,aerostack2/as2_platform_tello,humble
async_web_server_cpp,fkie,Asynchronous Web Server in C++,https://github.com/fkie/async_web_server_cpp,116,11,19,1,,Other,True,False,False,False,False,10,112,116,1,11,C++;Python;CMake;HTML,fkie/async_web_server_cpp,humble|jazzy|kilted
at_sonde_ros_driver,ma-shangao,A ROS 2 driver to stream the monitored parameters of an In-Situ Aqua TROLL Multiparameter Sonde.,https://github.com/ma-shangao/at_sonde_ros_driver,34,2,0,1,ros;ros2,BSD-3-Clause,True,True,False,False,False,2,25,34,1,2,C++;CMake,ma-shangao/at_sonde_ros_driver,humble|jazzy
ros-agents,automatika-robotics,"EmbodiedAgents is a fully-loaded ROS2 based framework for creating interactive physical agents that can understand, remember, and act upon contextual information from their environment.",https://github.com/automatika-robotics/embodied-agents,8777,45,4,0,deeplearning;embodied-agent;embodied-ai;generative-ai;godel-machine;llm;machine-learning;multimodal;ollama;physical-ai;roboml;robotics;ros2;vllm,MIT,True,False,False,False,False,2,393,8777,5,45,Python;CMake,automatika-robotics/embodied-agents,humble|jazzy|kilted
ros-sugar,automatika-robotics,"Sugarcoat 🍬 is a meta-framework that provides a whole lot of syntactic sugar for creating event-driven multinode systems in ROS2, using an intuitive Python API.",https://github.com/automatika-robotics/sugarcoat,20599,35,2,0,robotics;ros;ros-api;ros-launch-api;ros2,MIT,True,False,False,False,False,2,446,20599,3,35,Python;JavaScript;CSS;CMake,automatika-robotics/sugarcoat,humble|jazzy|kilted
